repeat,variant,fork_mode,stage,role,process_index,threads,rss_kb,pss_kb,uss_kb,proportional_shared_kb,pss_anon_kb,pss_file_kb,private_clean_kb,private_dirty_kb,shared_clean_kb,shared_dirty_kb,minor_faults,major_faults
1,native,preload,settled,worker,2,1,108616,76239,74404,1835,75294,899,0,74404,18820,15392,19010,0
1,native,preload,settled,worker,3,1,108704,76242,74404,1838,75294,903,0,74404,18908,15392,18993,0
1,native,preload,settled,worker,4,1,108404,76223,74404,1819,75294,883,0,74404,18608,15392,18994,0
1,native,preload,settled,worker,5,1,108560,76234,74404,1830,75294,895,0,74404,18764,15392,18994,0
1,native,preload,settled,worker,6,1,108644,76241,74404,1837,75294,902,0,74404,18848,15392,18994,0
1,native,preload,settled,worker,7,1,108768,76245,74404,1841,75294,906,0,74404,18972,15392,18985,0
1,native,preload,settled,worker,8,1,108420,76223,74404,1819,75294,884,0,74404,18624,15392,19007,0
1,native,preload,settled,worker,9,1,108324,76219,74404,1815,75294,880,0,74404,18528,15392,19015,0
1,native,preload,settled,worker,10,1,108552,76232,74404,1828,75294,893,0,74404,18756,15392,19000,0
1,native,preload,settled,worker,11,1,108764,76246,74404,1842,75294,906,0,74404,18968,15392,18985,0
1,native,preload,settled,worker,12,1,108464,76226,74404,1822,75294,887,0,74404,18668,15392,19004,0
1,native,preload,settled,worker,13,1,108568,76235,74404,1831,75294,896,0,74404,18772,15392,19004,0
1,native,preload,settled,worker,14,1,108668,76240,74404,1836,75294,900,0,74404,18872,15392,18991,0
1,native,preload,settled,worker,15,1,108844,76291,74416,1875,75311,935,0,74416,19048,15380,18984,0
1,native,preload,settled,worker,16,1,108540,76233,74404,1829,75294,893,0,74404,18744,15392,19004,0
2,native,preload,forked,master,0,1,53272,11209,8004,3205,2610,6687,5372,2632,13656,31612,9646,0
2,native,preload,forked,worker,1,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,2,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,3,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,4,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,5,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,6,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,7,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,8,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,9,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,10,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,11,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,12,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,13,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,14,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,15,1,37744,2883,752,2131,2601,272,0,752,5432,31560,281,0
2,native,preload,forked,worker,16,1,37744,2881,748,2133,2599,272,0,748,5432,31564,281,0
2,native,preload,warmed,master,0,1,53272,22625,20160,2465,17868,3358,2356,17804,16672,16440,9646,0
2,native,preload,warmed,worker,1,1,62580,30616,28804,1812,29662,909,32,28772,18388,15388,7602,0
2,native,preload,warmed,worker,2,1,62800,30595,28772,1823,29662,888,0,28772,18640,15388,7590,0
2,native,preload,warmed,worker,3,1,62480,30585,28776,1809,29666,873,0,28776,18316,15388,7599,0
2,native,preload,warmed,worker,4,1,62636,30593,28780,1813,29662,886,8,28772,18468,15388,7592,0
2,native,preload,warmed,worker,5,1,62488,30586,28776,1810,29666,875,0,28776,18324,15388,7603,0
2,native,preload,warmed,worker,6,1,63032,30612,28772,1840,29662,904,0,28772,18872,15388,7571,0
2,native,preload,warmed,worker,7,1,62604,30595,28780,1815,29666,883,4,28776,18436,15388,7597,0
2,native,preload,warmed,worker,8,1,62936,30609,28776,1833,29666,898,0,28776,18772,15388,7590,0
2,native,preload,warmed,worker,9,1,62752,30600,28776,1824,29666,888,0,28776,18588,15388,7591,0
2,native,preload,warmed,worker,10,1,62868,30605,28776,1829,29666,894,0,28776,18704,15388,7584,0
2,native,preload,warmed,worker,11,1,62464,30583,28776,1807,29666,872,0,28776,18300,15388,7608,0
2,native,preload,warmed,worker,12,1,63032,30612,28772,1840,29662,904,0,28772,18872,15388,7570,0
2,native,preload,warmed,worker,13,1,62664,30592,28772,1820,29662,885,0,28772,18504,15388,7594,0
2,native,preload,warmed,worker,14,1,63032,30612,28772,1840,29662,904,0,28772,18872,15388,7570,0
2,native,preload,warmed,worker,15,1,62820,30624,28796,1828,29666,913,20,28776,18636,15388,7592,0
2,native,preload,warmed,worker,16,1,63036,30620,28764,1856,29670,904,0,28764,18872,15400,7568,0
2,native,preload,after_equal_work,master,0,1,53272,22627,20160,2467,17868,3360,2356,17804,16672,16440,9646,0
2,native,preload,after_equal_work,worker,1,1,108216,76252,74440,1812,75298,909,32,74408,18388,15388,19011,0
2,native,preload,after_equal_work,worker,2,1,108436,76231,74408,1823,75298,888,0,74408,18640,15388,18999,0
2,native,preload,after_equal_work,worker,3,1,108112,76217,74408,1809,75298,873,0,74408,18316,15388,19007,0
2,native,preload,after_equal_work,worker,4,1,108272,76229,74416,1813,75298,886,8,74408,18468,15388,19001,0
2,native,preload,after_equal_work,worker,5,1,108120,76218,74408,1810,75298,875,0,74408,18324,15388,19011,0
2,native,preload,after_equal_work,worker,6,1,108668,76248,74408,1840,75298,904,0,74408,18872,15388,18980,0
2,native,preload,after_equal_work,worker,7,1,108236,76227,74412,1815,75298,883,4,74408,18436,15388,19005,0
2,native,preload,after_equal_work,worker,8,1,108568,76241,74408,1833,75298,898,0,74408,18772,15388,18998,0
2,native,preload,after_equal_work,worker,9,1,108384,76232,74408,1824,75298,888,0,74408,18588,15388,18999,0
2,native,preload,after_equal_work,worker,10,1,108500,76237,74408,1829,75298,894,0,74408,18704,15388,18992,0
2,native,preload,after_equal_work,worker,11,1,108096,76215,74408,1807,75298,872,0,74408,18300,15388,19016,0
2,native,preload,after_equal_work,worker,12,1,108668,76248,74408,1840,75298,904,0,74408,18872,15388,18979,0
2,native,preload,after_equal_work,worker,13,1,108300,76228,74408,1820,75298,885,0,74408,18504,15388,19003,0
2,native,preload,after_equal_work,worker,14,1,108668,76248,74408,1840,75298,904,0,74408,18872,15388,18979,0
2,native,preload,after_equal_work,worker,15,1,108452,76256,74428,1828,75298,913,20,74408,18636,15388,19000,0
2,native,preload,after_equal_work,worker,16,1,108668,76252,74396,1856,75302,904,0,74396,18872,15400,18976,0
2,native,preload,settled,master,0,1,53272,22629,20160,2469,17868,3362,2356,17804,16672,16440,9646,0
2,native,preload,settled,worker,1,1,108216,76252,74440,1812,75298,909,32,74408,18388,15388,19011,0
2,native,preload,settled,worker,2,1,108436,76231,74408,1823,75298,888,0,74408,18640,15388,18999,0
2,native,preload,settled,worker,3,1,108112,76217,74408,1809,75298,873,0,74408,18316,15388,19007,0
2,native,preload,settled,worker,4,1,108272,76229,74416,1813,75298,886,8,74408,18468,15388,19001,0
2,native,preload,settled,worker,5,1,108120,76218,74408,1810,75298,875,0,74408,18324,15388,19011,0
2,native,preload,settled,worker,6,1,108668,76248,74408,1840,75298,904,0,74408,18872,15388,18980,0
2,native,preload,settled,worker,7,1,108236,76227,74412,1815,75298,883,4,74408,18436,15388,19005,0
2,native,preload,settled,worker,8,1,108568,76241,74408,1833,75298,898,0,74408,18772,15388,18998,0
2,native,preload,settled,worker,9,1,108384,76232,74408,1824,75298,888,0,74408,18588,15388,18999,0
2,native,preload,settled,worker,10,1,108500,76237,74408,1829,75298,894,0,74408,18704,15388,18992,0
2,native,preload,settled,worker,11,1,108096,76215,74408,1807,75298,872,0,74408,18300,15388,19016,0
2,native,preload,settled,worker,12,1,108668,76248,74408,1840,75298,904,0,74408,18872,15388,18979,0
2,native,preload,settled,worker,13,1,108300,76228,74408,1820,75298,885,0,74408,18504,15388,19003,0
2,native,preload,settled,worker,14,1,108668,76248,74408,1840,75298,904,0,74408,18872,15388,18979,0
2,native,preload,settled,worker,15,1,108452,76256,74428,1828,75298,913,20,74408,18636,15388,19000,0
2,native,preload,settled,worker,16,1,108668,76252,74396,1856,75302,904,0,74396,18872,15400,18976,0
2,stock,preload,forked,master,0,1,47016,9758,6804,2954,2417,5429,4160,2644,12084,28128,8766,0
2,stock,preload,forked,worker,1,1,34240,2691,768,1923,2412,270,0,768,5400,28072,283,0
2,stock,preload,forked,worker,2,1,34240,2691,768,1923,2412,270,0,768,5400,28072,283,0
2,stock,preload,forked,worker,3,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,4,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,5,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,6,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,7,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,8,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,9,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,10,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,11,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,12,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,13,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,14,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,15,1,34240,2687,764,1923,2408,270,0,764,5400,28076,283,0
2,stock,preload,forked,worker,16,1,34240,2685,760,1925,2406,270,0,760,5400,28080,283,0
2,stock,preload,warmed,master,0,1,47016,21870,19704,2166,17557,2914,2004,17700,14240,13072,8766,0
2,stock,preload,warmed,worker,1,1,57852,30319,28768,1551,29460,813,0,28768,17056,12028,7571,1
2,stock,preload,warmed,worker,2,1,57796,30308,28764,1544,29457,806,0,28764,16996,12036,7574,0
2,stock,preload,warmed,worker,3,1,57680,30293,28752,1541,29445,803,0,28752,16888,12040,7572,0
2,stock,preload,warmed,worker,4,1,57520,30286,28756,1530,29449,792,0,28756,16724,12040,7580,0
2,stock,preload,warmed,worker,5,1,57808,30308,28760,1548,29453,810,0,28760,17012,12036,7573,0
2,stock,preload,warmed,worker,6,1,57676,30298,28760,1538,29453,800,0,28760,16876,12040,7569,0
2,stock,preload,warmed,worker,7,1,57784,30301,28756,1545,29449,807,0,28756,16992,12036,7571,1
2,stock,preload,warmed,worker,8,1,58168,30321,28744,1577,29445,831,0,28744,17376,12048,7539,0
2,stock,preload,warmed,worker,9,1,57760,30296,28756,1540,29449,802,0,28756,16964,12040,7577,0
2,stock,preload,warmed,worker,10,1,58168,30329,28760,1569,29453,831,0,28760,17368,12040,7544,0
2,stock,preload,warmed,worker,11,1,58036,30317,28756,1561,29449,823,0,28756,17244,12036,7554,0
2,stock,preload,warmed,worker,12,1,57812,30310,28764,1546,29457,808,0,28764,17012,12036,7567,0
2,stock,preload,warmed,worker,13,1,58168,30325,28756,1569,29449,831,0,28756,17372,12040,7543,0
2,stock,preload,warmed,worker,14,1,57640,30286,28752,1534,29445,796,0,28752,16848,12040,7567,0
2,stock,preload,warmed,worker,15,1,57968,30312,28756,1556,29449,818,0,28756,17176,12036,7563,1
2,stock,preload,warmed,worker,16,1,57888,30306,28756,1550,29449,811,0,28756,17092,12040,7558,0
2,stock,preload,after_equal_work,master,0,1,47016,21882,19724,2158,17572,2911,2004,17720,14240,13052,8766,0
2,stock,preload,after_equal_work,worker,1,1,103524,75994,74444,1550,75136,813,0,74444,17056,12024,18990,1
2,stock,preload,after_equal_work,worker,2,1,103464,75987,74444,1543,75136,806,0,74444,16996,12024,18994,0
2,stock,preload,after_equal_work,worker,3,1,103360,75984,74444,1540,75136,802,0,74444,16888,12028,18995,0
2,stock,preload,after_equal_work,worker,4,1,103220,75973,74440,1533,75134,793,0,74440,16748,12032,19002,0
2,stock,preload,after_equal_work,worker,5,1,103484,75992,74444,1548,75136,810,0,74444,17012,12028,18994,0
2,stock,preload,after_equal_work,worker,6,1,103348,75981,74444,1537,75136,800,0,74444,16876,12028,18990,0
2,stock,preload,after_equal_work,worker,7,1,103464,75988,74444,1544,75136,807,0,74444,16992,12028,18993,1
2,stock,preload,after_equal_work,worker,8,1,103840,76010,74440,1570,75134,831,0,74440,17376,12024,18963,0
2,stock,preload,after_equal_work,worker,9,1,103440,75988,74448,1540,75140,802,0,74448,16964,12028,19000,0
2,stock,preload,after_equal_work,worker,10,1,103840,76012,74444,1568,75136,830,0,74444,17368,12028,18965,0
2,stock,preload,after_equal_work,worker,11,1,103716,76004,74444,1560,75136,823,0,74444,17244,12028,18976,0
2,stock,preload,after_equal_work,worker,12,1,103480,75985,74440,1545,75132,808,0,74440,17012,12028,18986,0
2,stock,preload,after_equal_work,worker,13,1,103844,76012,74444,1568,75136,831,0,74444,17372,12028,18965,0
2,stock,preload,after_equal_work,worker,14,1,103340,75975,74440,1535,75132,797,0,74440,16872,12028,18990,0
2,stock,preload,after_equal_work,worker,15,1,103644,75995,74440,1555,75132,817,0,74440,17176,12028,18984,1
2,stock,preload,after_equal_work,worker,16,1,103564,75993,74444,1549,75136,811,0,74444,17092,12028,18980,0
2,stock,preload,settled,master,0,1,47016,21885,19724,2161,17572,2914,2004,17720,14240,13052,8766,0
2,stock,preload,settled,worker,1,1,103524,75994,74444,1550,75136,813,0,74444,17056,12024,18990,1
2,stock,preload,settled,worker,2,1,103464,75987,74444,1543,75136,806,0,74444,16996,12024,18994,0
2,stock,preload,settled,worker,3,1,103360,75984,74444,1540,75136,802,0,74444,16888,12028,18995,0
2,stock,preload,settled,worker,4,1,103220,75973,74440,1533,75134,793,0,74440,16748,12032,19002,0
2,stock,preload,settled,worker,5,1,103484,75991,74444,1547,75136,810,0,74444,17012,12028,18994,0
2,stock,preload,settled,worker,6,1,103348,75981,74444,1537,75136,800,0,74444,16876,12028,18990,0
2,stock,preload,settled,worker,7,1,103464,75988,74444,1544,75136,807,0,74444,16992,12028,18993,1
2,stock,preload,settled,worker,8,1,103840,76010,74440,1570,75134,831,0,74440,17376,12024,18963,0
2,stock,preload,settled,worker,9,1,103440,75988,74448,1540,75140,802,0,74448,16964,12028,19000,0
2,stock,preload,settled,worker,10,1,103840,76012,74444,1568,75136,830,0,74444,17368,12028,18965,0
2,stock,preload,settled,worker,11,1,103716,76004,74444,1560,75136,822,0,74444,17244,12028,18976,0
2,stock,preload,settled,worker,12,1,103480,75985,74440,1545,75132,808,0,74440,17012,12028,18986,0
2,stock,preload,settled,worker,13,1,103844,76012,74444,1568,75136,831,0,74444,17372,12028,18965,0
2,stock,preload,settled,worker,14,1,103340,75975,74440,1535,75132,797,0,74440,16872,12028,18990,0
2,stock,preload,settled,worker,15,1,103644,75995,74440,1555,75132,817,0,74440,17176,12028,18984,1
2,stock,preload,settled,worker,16,1,103564,75993,74444,1549,75136,811,0,74444,17092,12028,18980,0
2,native,lazy,forked,master,0,1,20912,8760,7908,852,5178,1703,1052,6856,10548,2456,2902,0
2,native,lazy,forked,worker,1,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,2,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,3,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,4,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,5,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,6,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,7,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,8,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,9,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,10,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,11,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,12,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,13,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,14,1,48700,30916,29984,932,30114,791,0,29984,16380,2336,7956,0
2,native,lazy,forked,worker,15,1,48736,30918,29984,934,30114,793,0,29984,16416,2336,7947,0
2,native,lazy,forked,worker,16,1,48672,30915,29984,931,30114,790,0,29984,16352,2336,7953,0
2,native,lazy,warmed,master,0,1,20912,8762,7956,806,5238,1644,1036,6920,10564,2392,2902,0
2,native,lazy,warmed,worker,1,1,66624,43018,41820,1198,41942,1061,0,41820,22532,2272,11063,0
2,native,lazy,warmed,worker,2,1,66640,43019,41820,1199,41942,1062,0,41820,22548,2272,11062,0
2,native,lazy,warmed,worker,3,1,66632,43018,41820,1198,41942,1061,0,41820,22540,2272,11062,0
2,native,lazy,warmed,worker,4,1,66640,43019,41820,1199,41942,1062,0,41820,22548,2272,11062,0
2,native,lazy,warmed,worker,5,1,66636,43018,41820,1198,41942,1061,0,41820,22544,2272,11062,0
2,native,lazy,warmed,worker,6,1,66400,43005,41820,1185,41942,1048,0,41820,22308,2272,11081,0
2,native,lazy,warmed,worker,7,1,66488,43009,41820,1189,41942,1052,0,41820,22396,2272,11070,0
2,native,lazy,warmed,worker,8,1,66532,43011,41820,1191,41942,1054,0,41820,22440,2272,11072,0
2,native,lazy,warmed,worker,9,1,66640,43019,41820,1199,41942,1062,0,41820,22548,2272,11064,0
2,native,lazy,warmed,worker,10,1,66640,43019,41820,1199,41942,1062,0,41820,22548,2272,11062,0
2,native,lazy,warmed,worker,11,1,66636,43018,41820,1198,41942,1061,0,41820,22544,2272,11062,0
2,native,lazy,warmed,worker,12,1,66420,43007,41820,1187,41942,1050,0,41820,22328,2272,11079,0
2,native,lazy,warmed,worker,13,1,66640,43019,41820,1199,41942,1062,0,41820,22548,2272,11062,0
2,native,lazy,warmed,worker,14,1,66636,43019,41820,1199,41942,1061,0,41820,22544,2272,11072,0
2,native,lazy,warmed,worker,15,1,66640,43019,41820,1199,41942,1062,0,41820,22548,2272,11062,0
2,native,lazy,warmed,worker,16,1,66620,43018,41820,1198,41942,1061,0,41820,22528,2272,11070,0
2,native,lazy,after_equal_work,master,0,1,20912,8762,7956,806,5238,1645,1036,6920,10564,2392,2902,0
2,native,lazy,after_equal_work,worker,1,1,112316,88650,87448,1202,87570,1065,0,87448,22596,2272,22471,0
2,native,lazy,after_equal_work,worker,2,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22470,0
2,native,lazy,after_equal_work,worker,3,1,112324,88650,87448,1202,87570,1065,0,87448,22604,2272,22470,0
2,native,lazy,after_equal_work,worker,4,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22470,0
2,native,lazy,after_equal_work,worker,5,1,112328,88651,87448,1203,87570,1065,0,87448,22608,2272,22470,0
2,native,lazy,after_equal_work,worker,6,1,112092,88637,87448,1189,87570,1052,0,87448,22372,2272,22489,0
2,native,lazy,after_equal_work,worker,7,1,112180,88641,87448,1193,87570,1056,0,87448,22460,2272,22478,0
2,native,lazy,after_equal_work,worker,8,1,112224,88644,87448,1196,87570,1058,0,87448,22504,2272,22480,0
2,native,lazy,after_equal_work,worker,9,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22472,0
2,native,lazy,after_equal_work,worker,10,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22470,0
2,native,lazy,after_equal_work,worker,11,1,112328,88651,87448,1203,87570,1065,0,87448,22608,2272,22470,0
2,native,lazy,after_equal_work,worker,12,1,112112,88639,87448,1191,87570,1054,0,87448,22392,2272,22487,0
2,native,lazy,after_equal_work,worker,13,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22470,0
2,native,lazy,after_equal_work,worker,14,1,112328,88651,87448,1203,87570,1065,0,87448,22608,2272,22480,0
2,native,lazy,after_equal_work,worker,15,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22470,0
2,native,lazy,after_equal_work,worker,16,1,112312,88650,87448,1202,87570,1065,0,87448,22592,2272,22478,0
2,native,lazy,settled,master,0,1,20912,8762,7956,806,5238,1645,1036,6920,10564,2392,2902,0
2,native,lazy,settled,worker,1,1,112316,88650,87448,1202,87570,1065,0,87448,22596,2272,22471,0
2,native,lazy,settled,worker,2,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22470,0
2,native,lazy,settled,worker,3,1,112324,88650,87448,1202,87570,1065,0,87448,22604,2272,22470,0
2,native,lazy,settled,worker,4,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22470,0
2,native,lazy,settled,worker,5,1,112328,88650,87448,1202,87570,1065,0,87448,22608,2272,22470,0
2,native,lazy,settled,worker,6,1,112092,88637,87448,1189,87570,1052,0,87448,22372,2272,22489,0
2,native,lazy,settled,worker,7,1,112180,88641,87448,1193,87570,1056,0,87448,22460,2272,22478,0
2,native,lazy,settled,worker,8,1,112224,88643,87448,1195,87570,1058,0,87448,22504,2272,22480,0
2,native,lazy,settled,worker,9,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22472,0
2,native,lazy,settled,worker,10,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22470,0
2,native,lazy,settled,worker,11,1,112328,88650,87448,1202,87570,1065,0,87448,22608,2272,22470,0
2,native,lazy,settled,worker,12,1,112112,88639,87448,1191,87570,1054,0,87448,22392,2272,22487,0
2,native,lazy,settled,worker,13,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22470,0
2,native,lazy,settled,worker,14,1,112328,88651,87448,1203,87570,1065,0,87448,22608,2272,22480,0
2,native,lazy,settled,worker,15,1,112332,88651,87448,1203,87570,1066,0,87448,22612,2272,22470,0
2,native,lazy,settled,worker,16,1,112312,88650,87448,1202,87570,1065,0,87448,22592,2272,22478,0
2,stock,lazy,forked,master,0,1,17620,6234,5404,830,2623,1732,1064,4340,10420,1796,2003,0
2,stock,lazy,forked,worker,1,1,42240,27930,27160,770,27251,668,0,27160,13404,1676,7299,0
2,stock,lazy,forked,worker,2,1,42184,27927,27160,767,27251,665,0,27160,13348,1676,7308,0
2,stock,lazy,forked,worker,3,1,42240,27930,27160,770,27251,668,0,27160,13404,1676,7298,0
2,stock,lazy,forked,worker,4,1,41888,27914,27160,754,27251,652,0,27160,13052,1676,7319,0
2,stock,lazy,forked,worker,5,1,42240,27930,27160,770,27251,668,0,27160,13404,1676,7298,0
2,stock,lazy,forked,worker,6,1,42140,27926,27160,766,27251,664,0,27160,13304,1676,7305,0
2,stock,lazy,forked,worker,7,1,42224,27929,27160,769,27251,667,0,27160,13388,1676,7299,0
2,stock,lazy,forked,worker,8,1,41896,27915,27160,755,27251,653,0,27160,13060,1676,7322,0
2,stock,lazy,forked,worker,9,1,42240,27930,27160,770,27251,668,0,27160,13404,1676,7301,0
2,stock,lazy,forked,worker,10,1,42232,27930,27160,770,27251,668,0,27160,13396,1676,7298,0
2,stock,lazy,forked,worker,11,1,42240,27930,27160,770,27251,668,0,27160,13404,1676,7298,0
2,stock,lazy,forked,worker,12,1,42240,27930,27160,770,27251,668,0,27160,13404,1676,7298,0
2,stock,lazy,forked,worker,13,1,42240,27930,27160,770,27251,668,0,27160,13404,1676,7298,0
2,stock,lazy,forked,worker,14,1,42240,27930,27160,770,27251,668,0,27160,13404,1676,7298,0
2,stock,lazy,forked,worker,15,1,42240,27930,27160,770,27251,668,0,27160,13404,1676,7298,0
2,stock,lazy,forked,worker,16,1,42240,27930,27160,770,27251,668,0,27160,13404,1676,7298,0
2,stock,lazy,warmed,master,0,1,17620,6165,5380,785,2675,1610,984,4396,10500,1740,2003,0
2,stock,lazy,warmed,worker,1,1,60268,40133,39096,1037,39179,938,0,39096,19552,1620,10439,0
2,stock,lazy,warmed,worker,2,1,60100,40146,39124,1022,39207,924,0,39124,19356,1620,10476,0
2,stock,lazy,warmed,worker,3,1,60296,40161,39124,1037,39207,938,0,39124,19552,1620,10447,0
2,stock,lazy,warmed,worker,4,1,60036,40149,39124,1025,39207,926,0,39124,19292,1620,10473,0
2,stock,lazy,warmed,worker,5,1,60300,40165,39128,1037,39211,938,0,39128,19552,1620,10446,0
2,stock,lazy,warmed,worker,6,1,60236,40159,39124,1035,39207,936,0,39124,19492,1620,10457,0
2,stock,lazy,warmed,worker,7,1,60276,40160,39124,1036,39207,937,0,39124,19532,1620,10446,0
2,stock,lazy,warmed,worker,8,1,59856,40140,39128,1012,39211,913,0,39128,19108,1620,10485,0
2,stock,lazy,warmed,worker,9,1,60108,40149,39124,1025,39207,926,0,39124,19364,1620,10462,0
2,stock,lazy,warmed,worker,10,1,60288,40161,39124,1037,39207,938,0,39124,19544,1620,10445,0
2,stock,lazy,warmed,worker,11,1,60092,40142,39120,1022,39203,923,0,39120,19352,1620,10450,0
2,stock,lazy,warmed,worker,12,1,60100,40146,39124,1022,39207,924,0,39124,19356,1620,10453,0
2,stock,lazy,warmed,worker,13,1,60156,40152,39124,1028,39207,929,0,39124,19412,1620,10456,0
2,stock,lazy,warmed,worker,14,1,60276,40145,39108,1037,39191,938,0,39108,19548,1620,10443,0
2,stock,lazy,warmed,worker,15,1,60144,40150,39124,1026,39207,927,0,39124,19400,1620,10451,0
2,stock,lazy,warmed,worker,16,1,60140,40149,39124,1025,39207,927,0,39124,19396,1620,10457,0
2,stock,lazy,after_equal_work,master,0,1,17620,6166,5380,786,2675,1611,984,4396,10500,1740,2003,0
2,stock,lazy,after_equal_work,worker,1,1,105908,85773,84736,1037,84819,938,0,84736,19552,1620,21849,0
2,stock,lazy,after_equal_work,worker,2,1,105764,85810,84788,1022,84871,924,0,84788,19356,1620,21892,0
2,stock,lazy,after_equal_work,worker,3,1,105964,85829,84792,1037,84875,938,0,84792,19552,1620,21864,0
2,stock,lazy,after_equal_work,worker,4,1,105732,85815,84788,1027,84871,928,0,84788,19324,1620,21890,0
2,stock,lazy,after_equal_work,worker,5,1,105964,85829,84792,1037,84875,938,0,84792,19552,1620,21862,0
2,stock,lazy,after_equal_work,worker,6,1,105900,85823,84788,1035,84871,936,0,84788,19492,1620,21873,0
2,stock,lazy,after_equal_work,worker,7,1,105940,85824,84788,1036,84871,937,0,84788,19532,1620,21862,0
2,stock,lazy,after_equal_work,worker,8,1,105508,85792,84780,1012,84863,913,0,84780,19108,1620,21898,0
2,stock,lazy,after_equal_work,worker,9,1,105768,85809,84784,1025,84867,926,0,84784,19364,1620,21877,0
2,stock,lazy,after_equal_work,worker,10,1,105952,85825,84788,1037,84871,938,0,84788,19544,1620,21861,0
2,stock,lazy,after_equal_work,worker,11,1,105760,85810,84788,1022,84871,923,0,84788,19352,1620,21867,0
2,stock,lazy,after_equal_work,worker,12,1,105756,85802,84780,1022,84863,924,0,84780,19356,1620,21867,0
2,stock,lazy,after_equal_work,worker,13,1,105824,85820,84792,1028,84875,929,0,84792,19412,1620,21873,0
